Edad,Zona,Estado Civil,Provincia,Fecha Infracción,Canton,Hora Infraccion,Circuito,Nacionalidad,tipo_muert_matriz,_id,Distrito,Sexo,lat,lon
23,ZONA 5,SOLTERO,GUAYAS,2014-07-28T00:00:00,SIMON_BOLIVAR,2015-12-02T18:00:00,SIMON BOLIVAR,ECUADOR,Asesinatos,288,JUJAN SIMON BOLIVAR,MASCULINO,-2.111785604,-79.6122370533
50,ZONA 1,CASADO,SUCUMBIOS,2014-04-29T00:00:00,PUTUMAYO,2015-12-02T09:45:00,PUERTO DEL CARMEN,COLOMBIA,Asesinatos,289,PUTUMAYO,MASCULINO,-0.141941831,-76.3114027975
21,ZONA 5,SOLTERO,LOS_RIOS,2014-01-24T00:00:00,QUEVEDO,2015-12-02T22:40:00,DIVINO NIÑO,ECUADOR,Asesinatos,290,QUEVEDO,MASCULINO,-1.0186681755,-79.5225906772
30,ZONA 5,SOLTERO,LOS_RIOS,2014-05-01T00:00:00,URDANETA,2015-12-02T02:00:00,RICAURTE,ECUADOR,Homicidios,291,PUEBLOVIEJO,FEMENINO,-1.5635902971,-79.4436487023
35,ZONA 9,SOLTERO,PICHINCHA,2014-07-20T00:00:00,QUITO,2015-12-02T00:00:00,MONJAS COLLACOTO,ECUADOR,Homicidios,292,MANUELA SAENZ,MASCULINO,-0.1695443865,-78.498447243
25,ZONA 9,CASADO,PICHINCHA,2014-05-04T00:00:00,QUITO,2015-12-02T18:00:00,ARGELIA,ECUADOR,Homicidios,293,ELOY ALFARO,MASCULINO,-0.1974111811,-78.4239700162
18,ZONA 3,CASADO,PASTAZA,2014-02-24T00:00:00,PASTAZA,2015-12-02T22:00:00,PUYO SUR,ECUADOR,Homicidios,294,PASTAZA,FEMENINO,-1.6429860706,-77.0979681368
33,ZONA 4,SOLTERO,MANABI,2014-07-02T00:00:00,SANTA_ANA,2015-12-02T21:00:00,SANTA ANA,ECUADOR,Asesinatos,295,24 DE MAYO,MASCULINO,-0.777588673,-80.1489403196
47,ZONA 1,SOLTERO,ESMERALDAS,2014-11-01T00:00:00,RIO_VERDE,2015-12-02T14:00:00,MONTALVO,ECUADOR,Asesinatos,296,RIO VERDE,MASCULINO,1.0598858248,-79.4164519489
34,ZONA 7,SOLTERO,EL_ORO,2014-02-27T00:00:00,MACHALA,2015-12-02T07:30:00,9 DE MAYO,ECUADOR,Asesinatos,297,MACHALA,MASCULINO,-3.2616982277,-80.0089746152
38,ZONA 6,SOLTERO,AZUAY,2014-02-23T00:00:00,CAMILO_PONCE_ENRIQUEZ,2015-12-02T01:30:00,CAMILO PONCE ENRIQUEZ,ECUADOR,Asesinatos,298,PONCE ENRIQUEZ,MASCULINO,-3.0656388584,-79.6777667227
23,ZONA 9,UNION LIBRE,PICHINCHA,2014-03-30T00:00:00,QUITO,2015-12-02T00:05:00,BARRIO NUEVO,ECUADOR,Homicidios,299,ELOY ALFARO,MASCULINO,-0.2104344651,-78.4285471371
16,ZONA 4,SOLTERO,SANTO_DOMINGO_DE_LOS_TSACHILAS,2014-03-26T00:00:00,SANTO_DOMINGO,2015-12-02T08:00:00,BOMBOLI,ECUADOR,Homicidios,300,SANTO DOMINGO OESTE,FEMENINO,-0.2406349466,-79.1698556832
50,ZONA 8,DIVORCIADO,GUAYAS,2014-01-22T00:00:00,GUAYAQUIL,2015-12-02T19:30:00,CISNE,ECUADOR,Asesinatos,301,PORTETE,MASCULINO,-2.1117836251,-79.6404272567
29,ZONA 5,SOLTERO,GUAYAS,2014-03-01T00:00:00,EL_EMPALME,2015-12-02T19:30:00,PUERTO DEL MONO,ECUADOR,Sicariatos,302,EL EMPALME,MASCULINO,-1.062867586,-79.5868294258
41,ZONA 9,DIVORCIADO,PICHINCHA,2014-01-15T00:00:00,QUITO,2015-12-02T09:22:00,ITCHIMBIA,ECUADOR,Homicidios,303,MANUELA SAENZ,FEMENINO,-0.1597125424,-78.3625298803
28,ZONA 1,SOLTERO,ESMERALDAS,2014-02-15T00:00:00,QUININDE,2015-12-02T07:30:00,ROSA ZARATE,ECUADOR,Asesinatos,304,QUININDE,MASCULINO,0.3240058875,-79.3122226739
47,ZONA 8,SOLTERO,GUAYAS,2014-03-13T00:00:00,GUAYAQUIL,2015-12-02T22:45:00,BATALLON DEL SUBURBIO,ECUADOR,Asesinatos,305,PORTETE,MASCULINO,-2.1298829964,-79.6736635486
32,ZONA 5,SOLTERO,GUAYAS,2014-04-04T00:00:00,DAULE,2015-12-02T09:00:00,JUAN BAUTISTA AGUIRRE,ECUADOR,Asesinatos,306,DAULE,FEMENINO,-1.8653254593,-80.0210753731
22,ZONA 1,SOLTERO,ESMERALDAS,2014-02-23T00:00:00,ESMERALDAS,2015-12-02T04:00:00,GUACHARACA,ECUADOR,Asesinatos,307,ESMERALDAS,MASCULINO,0.9512047409,-79.6305338311
71,ZONA 1,VIUDO,IMBABURA,2014-12-01T00:00:00,SAN_MIGUEL_DE_URCUQUI,2015-12-02T12:30:00,LAS TERMAS,ECUADOR,Asesinatos,308,CIUDAD BLANCA,FEMENINO,0.3536593602,-78.0580128386
25,ZONA 8,SOLTERO,GUAYAS,2014-01-01T00:00:00,GUAYAQUIL,2015-12-02T16:30:00,NUEVA PROSPERINA,ECUADOR,Asesinatos,309,NUEVA PROSPERINA,MASCULINO,-2.1311288738,-79.8394794476
18,ZONA 8,SOLTERO,GUAYAS,2014-10-04T00:00:00,GUAYAQUIL,2015-12-02T22:45:00,MONTE SINAI,ECUADOR,Sicariatos,310,NUEVA PROSPERINA,MASCULINO,-2.1172050943,-79.9559600024
24,ZONA 5,SOLTERO,LOS_RIOS,2014-09-01T00:00:00,BABAHOYO,2015-12-02T23:40:00,TERMINAL TERRESTRE,ECUADOR,Asesinatos,311,BABAHOYO,FEMENINO,-1.7831972391,-79.4792709607
24,ZONA 7,SOLTERO,EL_ORO,2014-03-04T00:00:00,MACHALA,2015-12-02T23:30:00,RAYITO DE LUZ,ECUADOR,Asesinatos,312,MACHALA,MASCULINO,-3.2581788677,-79.9521948895
32,ZONA 9,NO DETERMINADO,PICHINCHA,2014-01-01T00:00:00,QUITO,2015-12-02T09:22:00,LA MARISCAL,ECUADOR,Homicidios,313,EUGENIO ESPEJO,MASCULINO,-0.1701792905,-78.5555936435
24,ZONA 4,SOLTERO,MANABI,2014-08-01T00:00:00,EL_CARMEN,2015-12-02T02:30:00,EL CARMEN,ECUADOR,Asesinatos,314,EL CARMEN,FEMENINO,-0.2706135942,-79.5498160551
41,ZONA 9,CASADO,PICHINCHA,2014-04-28T00:00:00,QUITO,2015-12-02T02:00:00,EL MIRADOR,ECUADOR,Homicidios,315,LA DELICIA,MASCULINO,0.1359649229,-78.8809815026
22,ZONA 5,SOLTERO,GUAYAS,2014-01-01T00:00:00,SANTA_LUCIA,2015-12-02T04:30:00,SANTA LUCIA,ECUADOR,Asesinatos,316,DAULE,MASCULINO,-1.868676312,-79.8984955618
26,ZONA 5,UNION LIBRE,LOS_RIOS,2014-03-16T00:00:00,BABA,2015-12-02T10:00:00,ISLA DE BEJUCAL,ECUADOR,Homicidios,317,BABAHOYO,FEMENINO,-1.8002830914,-79.5240209795
33,ZONA 5,SOLTERO,BOLIVAR,2014-01-01T00:00:00,GUARANDA,2015-12-02T23:30:00,SAN LUIS,ECUADOR,Asesinatos,318,GUARANDA,MASCULINO,-1.5868766621,-79.0492748495
48,ZONA 9,SOLTERO,PICHINCHA,2014-03-27T00:00:00,QUITO,2015-12-02T23:00:00,LA MARISCAL,ECUADOR,Homicidios,319,EUGENIO ESPEJO,MASCULINO,-0.1713936726,-78.4438661759
38,ZONA 2,CASADO,ORELLANA,2014-07-07T00:00:00,LA_JOYA_DE_LOS_SACHAS,2015-12-02T16:30:00,SACHAS,ECUADOR,Asesinatos,320,LA JOYA DE LOS SACHAS,MASCULINO,-0.2988327873,-76.8466306075
25,ZONA 9,SOLTERO,PICHINCHA,2014-01-25T00:00:00,QUITO,2015-12-02T15:30:00,CARCELEN,ECUADOR,Homicidios,321,LA DELICIA,MASCULINO,0.1574691675,-78.7775730546
41,ZONA 8,SOLTERO,GUAYAS,2014-07-31T00:00:00,GUAYAQUIL,2015-12-02T02:00:00,NUEVO GUAYAQUIL,ECUADOR,Asesinatos,322,NUEVA PROSPERINA,MASCULINO,-2.1166914587,-79.9906856478
22,ZONA 6,SOLTERO,AZUAY,2014-01-01T00:00:00,CUENCA,2015-12-02T00:00:00,BARRIAL BLANCO,ECUADOR,Asesinatos,323,CUENCA NORTE,MASCULINO,-2.8725712087,-78.8932974527
22,ZONA 9,SOLTERO,PICHINCHA,2014-01-01T00:00:00,QUITO,2015-12-02T12:30:00,EL PLACER,ECUADOR,Homicidios,324,MANUELA SAENZ,MASCULINO,-0.1717304188,-78.3778236851
62,ZONA 4,SOLTERO,MANABI,2014-08-03T00:00:00,PORTOVIEJO,2015-12-02T15:00:00,ALAJUELA,ECUADOR,Homicidios,325,PORTOVIEJO,MASCULINO,-0.8432880504,-79.7170258706
49,ZONA 1,SOLTERO,ESMERALDAS,2014-05-02T00:00:00,QUININDE,2015-12-02T23:40:00,MALIMPIA,ECUADOR,Homicidios,326,QUININDE,MASCULINO,0.3212962873,-79.3048175379
30,ZONA 7,SOLTERO,EL_ORO,2014-01-27T00:00:00,HUAQUILLAS,2015-12-02T01:45:00,HUALTACO,ECUADOR,Homicidios,327,HUAQUILLAS,MASCULINO,-3.4782640416,-80.2545559928
31,ZONA 1,SOLTERO,ESMERALDAS,2014-01-30T00:00:00,SAN_LORENZO,2015-12-02T14:00:00,FRONTERA,ECUADOR,Asesinatos,328,SAN LORENZO,MASCULINO,1.2938983912,-78.7732674228
66,ZONA 4,CASADO,MANABI,2014-04-26T00:00:00,PEDERNALES,2015-12-02T10:30:00,COJIMIES,ECUADOR,Asesinatos,329,PEDERNALES,MASCULINO,0.0729867158,-80.0986156479
36,ZONA 5,SOLTERO,GUAYAS,2014-10-01T00:00:00,NARANJAL,2015-12-02T22:00:00,NARANJAL CENTRO,ECUADOR,Homicidios,330,NARANJAL BALAO,MASCULINO,-1.9661398508,-80.0011389293
20,ZONA 9,SOLTERO,PICHINCHA,2014-01-02T00:00:00,QUITO,2015-12-02T17:30:00,ARGELIA,ECUADOR,Homicidios,331,ELOY ALFARO,MASCULINO,-0.2066696737,-78.5516476976
36,ZONA 8,SOLTERO,GUAYAS,2014-03-13T00:00:00,GUAYAQUIL,2015-12-02T19:30:00,MONTE SINAI,ECUADOR,Asesinatos,332,NUEVA PROSPERINA,FEMENINO,-2.1304508517,-79.7785596232
51,ZONA 9,CASADO,PICHINCHA,2014-01-21T00:00:00,QUITO,2015-12-02T18:30:00,CONOCOTO NORTE,ECUADOR,Homicidios,333,LOS CHILLOS,MASCULINO,-0.2511792624,-78.4031368982
76,ZONA 3,SOLTERO,PASTAZA,2014-04-27T00:00:00,PASTAZA,2015-12-02T09:00:00,PUYO SUR,ECUADOR,Asesinatos,334,PASTAZA,MASCULINO,-1.6295061829,-76.9177168779
31,ZONA 8,CASADO,GUAYAS,2014-12-04T00:00:00,GUAYAQUIL,2015-12-02T14:00:00,BASTION POPULAR NORTE,ECUADOR,Asesinatos,335,PASCUALES,MASCULINO,-2.0712552707,-80.0138149602
37,ZONA 7,SOLTERO,EL_ORO,2014-01-13T00:00:00,HUAQUILLAS,2015-12-02T13:30:00,HUALTACO,ECUADOR,Homicidios,336,HUAQUILLAS,MASCULINO,-3.4719647323,-80.1358268905
27,ZONA 2,SOLTERO,ORELLANA,2014-09-01T00:00:00,LA_JOYA_DE_LOS_SACHAS,2015-12-02T08:00:00,SACHAS,ECUADOR,Homicidios,337,LA JOYA DE LOS SACHAS,MASCULINO,-0.2972449917,-76.8756587051
23,ZONA 5,SOLTERO,LOS_RIOS,2014-01-27T00:00:00,QUEVEDO,2015-12-02T23:10:00,7 DE OCTUBRE,ECUADOR,Asesinatos,338,QUEVEDO,MASCULINO,-1.0243046971,-79.5153985216
28,ZONA 1,UNION LIBRE,ESMERALDAS,2014-03-16T00:00:00,ESMERALDAS,2015-12-02T03:00:00,CENTRO,ECUADOR,Asesinatos,339,ESMERALDAS,MASCULINO,0.9476884094,-79.6458264136
84,ZONA 6,CASADO,AZUAY,2014-06-01T00:00:00,CUENCA,2015-12-02T19:45:00,MONAY,ECUADOR,Asesinatos,340,CUENCA SUR,MASCULINO,-2.9300211512,-78.8795283317
20,ZONA 9,SOLTERO,PICHINCHA,2014-01-22T00:00:00,QUITO,2015-12-02T23:30:00,CARAPUNGO,ECUADOR,Asesinatos,341,CALDERON,MASCULINO,-0.0886582002,-78.3612500909
30,ZONA 1,CASADO,ESMERALDAS,2014-08-03T00:00:00,QUININDE,2015-12-02T05:00:00,QUININDE,ECUADOR,Asesinatos,342,QUININDE,MASCULINO,0.3175947925,-79.4609710169
61,ZONA 4,CASADO,SANTO_DOMINGO_DE_LOS_TSACHILAS,2014-03-21T00:00:00,LA_CONCORDIA,2015-12-02T20:30:00,MONTE REY,ECUADOR,Asesinatos,343,LA CONCORDIA,MASCULINO,-0.2414843458,-79.1634334703
19,ZONA 7,SOLTERO,EL_ORO,2014-10-03T00:00:00,MACHALA,2015-12-02T12:30:00,LA FERROVIARIA,ECUADOR,Homicidios,344,MACHALA,MASCULINO,-3.2520104831,-79.9862167425
25,ZONA 9,NO DETERMINADO,PICHINCHA,2014-11-05T00:00:00,QUITO,2015-12-02T04:00:00,CHIMBACALLE,OTROS,Homicidios,345,ELOY ALFARO,MASCULINO,-0.2090016295,-78.3799794903
38,ZONA 4,CASADO,MANABI,2014-01-31T00:00:00,MANTA,2015-12-02T12:00:00,CENTRO,ECUADOR,Homicidios,346,MANTA,MASCULINO,-0.9582507943,-80.6112953594
31,ZONA 3,SOLTERO,CHIMBORAZO,2014-01-01T00:00:00,RIOBAMBA,2015-12-02T09:00:00,LA CONDAMINE,ECUADOR,Asesinatos,347,RIOBAMBA,MASCULINO,-1.646750155,-78.6305265547
50,ZONA 6,SOLTERO,AZUAY,2014-12-01T00:00:00,SANTA_ISABEL,2015-12-02T04:45:00,LA UNION,ECUADOR,Homicidios,348,GIRON,MASCULINO,-2.7829344383,-78.7809631316
20,ZONA 9,SOLTERO,PICHINCHA,2014-04-03T00:00:00,QUITO,2015-12-02T00:15:00,GUAMANI,ECUADOR,Homicidios,349,QUITUMBE,MASCULINO,-0.1240667574,-78.4485621537
51,ZONA 6,SOLTERO,AZUAY,2014-02-14T00:00:00,CAMILO_PONCE_ENRIQUEZ,2015-12-02T01:00:00,CAMILO PONCE ENRIQUEZ,ECUADOR,Asesinatos,350,PONCE ENRIQUEZ,MASCULINO,-3.0530915263,-79.659840562
80,ZONA 8,CASADO,GUAYAS,2014-03-15T00:00:00,GUAYAQUIL,2015-12-02T02:30:00,PORTETE,ECUADOR,Asesinatos,351,PORTETE,MASCULINO,-2.1290653319,-79.6218229984
51,ZONA 5,SOLTERO,GUAYAS,2014-01-18T00:00:00,NARANJAL,2015-12-02T10:00:00,JAIME ROLDOS,ECUADOR,Homicidios,352,NARANJAL BALAO,MASCULINO,-1.9537481763,-79.9262439506
51,ZONA 1,SOLTERO,ESMERALDAS,2014-03-16T00:00:00,QUININDE,2015-12-02T12:00:00,LA UNION,ECUADOR,Homicidios,353,QUININDE,MASCULINO,0.3232021171,-79.283622947
36,ZONA 5,SOLTERO,GUAYAS,2014-01-14T00:00:00,EL_TRIUNFO,2015-12-02T18:00:00,EL TRIUNFO CENTRO,ECUADOR,Sicariatos,354,EL TRIUNFO BUCAY,MASCULINO,-1.9673087971,-79.8260305824
28,ZONA 7,SOLTERO,EL_ORO,2014-04-20T00:00:00,PORTOVELO,2015-12-02T06:30:00,PORTOVELO,ECUADOR,Asesinatos,355,ZARUMA,MASCULINO,-3.6818642753,-79.5454413119
27,ZONA 5,UNION LIBRE,LOS_RIOS,2014-04-19T00:00:00,QUEVEDO,2015-12-02T09:00:00,LA ESPERANZA,ECUADOR,Asesinatos,356,QUEVEDO,MASCULINO,-1.017748374,-79.5088350067
24,ZONA 5,SOLTERO,LOS_RIOS,2014-12-01T00:00:00,VALENCIA,2015-12-02T20:30:00,VALENCIA,ECUADOR,Asesinatos,357,BUENA FE,MASCULINO,-0.8946548542,-79.4378592455
21,ZONA 4,SOLTERO,SANTO_DOMINGO_DE_LOS_TSACHILAS,2014-04-02T00:00:00,SANTO_DOMINGO,2015-12-02T14:00:00,EL PROLETARIADO,ECUADOR,Asesinatos,358,SANTO DOMINGO OESTE,MASCULINO,-0.2405756449,-79.1668704172
48,ZONA 1,CASADO,CARCHI,2014-05-18T00:00:00,TULCAN,2015-12-02T06:45:00,TUFIÑO,ECUADOR,Asesinatos,359,TULCAN,MASCULINO,0.8235165859,-77.8011993237
30,ZONA 9,SOLTERO,PICHINCHA,2014-02-27T00:00:00,QUITO,2015-12-02T17:00:00,EL MIRADOR,ECUADOR,Homicidios,360,LA DELICIA,MASCULINO,0.1351532849,-78.8839154723
54,ZONA 9,SOLTERO,PICHINCHA,2014-09-04T00:00:00,QUITO,2015-12-02T20:30:00,CALDERON,ECUADOR,Asesinatos,361,CALDERON,MASCULINO,-0.0893514367,-78.3826711888
42,ZONA 8,SOLTERO,GUAYAS,2014-03-16T00:00:00,GUAYAQUIL,2015-12-02T02:30:00,ALBORADA,ECUADOR,Asesinatos,362,MODELO,MASCULINO,-2.1770330054,-78.8889588307
21,ZONA 8,SOLTERO,GUAYAS,2014-04-13T00:00:00,GUAYAQUIL,2015-12-02T01:45:00,TRINITARIA SUR,ECUADOR,Asesinatos,363,ESTEROS,MASCULINO,-2.6473093557,-80.279696118
31,ZONA 7,SOLTERO,EL_ORO,2014-02-21T00:00:00,EL_GUABO,2015-12-02T00:00:00,RIO BONITO,ECUADOR,Asesinatos,364,PASAJE,MASCULINO,-3.3278067987,-79.7788466428
60,ZONA 6,SOLTERO,AZUAY,2014-01-03T00:00:00,CAMILO_PONCE_ENRIQUEZ,2015-12-02T22:30:00,CAMILO PONCE ENRIQUEZ,ECUADOR,Asesinatos,365,PONCE ENRIQUEZ,MASCULINO,-3.0623966881,-79.6756956518
25,ZONA 5,SOLTERO,GUAYAS,2014-01-22T00:00:00,PLAYAS,null,PLAYAS,ECUADOR,Homicidios,366,PLAYAS,FEMENINO,-2.6344966951,-80.4688487211
45,ZONA 7,CASADO,EL_ORO,2014-10-01T00:00:00,MACHALA,2015-12-02T00:00:00,GRAL SERRANO,ECUADOR,Asesinatos,367,MACHALA,MASCULINO,-3.254459802,-79.9616824224
33,ZONA 4,CASADO,MANABI,2014-02-04T00:00:00,PORTOVIEJO,2015-12-02T18:30:00,PUEBLO NUEVO,ECUADOR,Asesinatos,368,PORTOVIEJO,MASCULINO,-0.8417547949,-79.7010658854
21,ZONA 6,SOLTERO,AZUAY,2014-11-03T00:00:00,CAMILO_PONCE_ENRIQUEZ,2015-12-02T20:30:00,CAMILO PONCE ENRIQUEZ,ECUADOR,Asesinatos,369,PONCE ENRIQUEZ,MASCULINO,-3.0620959865,-79.7851197905
25,ZONA 8,SOLTERO,GUAYAS,2014-04-13T00:00:00,GUAYAQUIL,2015-12-02T19:30:00,GUASMO,ECUADOR,Homicidios,370,SUR,MASCULINO,0.3568256627,-77.9877686687
30,ZONA 8,SOLTERO,GUAYAS,2014-03-16T00:00:00,GUAYAQUIL,2015-12-02T00:00:00,ORQUIDEAS,ECUADOR,Asesinatos,371,PASCUALES,MASCULINO,-2.0709900473,-79.8796045202
16,ZONA 1,SOLTERO,ESMERALDAS,2014-04-14T00:00:00,ESMERALDAS,2015-12-02T04:45:00,CENTRO,ECUADOR,Asesinatos,372,ESMERALDAS,MASCULINO,0.9769254859,-79.5722274584
42,ZONA 5,CASADO,GUAYAS,2014-01-22T00:00:00,EL_TRIUNFO,2015-12-02T06:00:00,EL TRIUNFO ESTE,ECUADOR,Sicariatos,373,EL TRIUNFO BUCAY,MASCULINO,-1.9586645782,-79.9136935363
63,ZONA 1,CASADO,ESMERALDAS,2014-07-05T00:00:00,QUININDE,2015-12-02T00:30:00,LA UNION,ECUADOR,Homicidios,374,QUININDE,MASCULINO,0.3307035101,-79.3811781059
33,ZONA 9,SOLTERO,PICHINCHA,2014-02-03T00:00:00,QUITO,2015-12-02T05:00:00,EL MIRADOR,ECUADOR,Homicidios,375,LA DELICIA,MASCULINO,0.1554296032,-78.7054284701
22,ZONA 8,SOLTERO,GUAYAS,2014-03-21T00:00:00,GUAYAQUIL,2015-12-02T22:00:00,NUEVO GUAYAQUIL,ECUADOR,Asesinatos,376,NUEVA PROSPERINA,MASCULINO,-2.1253879701,-80.0509748539
28,ZONA 7,SOLTERO,EL_ORO,2014-04-24T00:00:00,EL_GUABO,2015-12-02T10:30:00,RIO BONITO,ECUADOR,Asesinatos,377,PASAJE,MASCULINO,-3.3278080577,-79.7456202831
31,ZONA 8,DIVORCIADO,GUAYAS,2014-04-15T00:00:00,GUAYAQUIL,2015-12-02T22:00:00,CHILE,ECUADOR,Asesinatos,378,9 DE OCTUBRE,MASCULINO,-2.1397635989,-79.636949407
24,ZONA 9,SOLTERO,PICHINCHA,2014-04-16T00:00:00,QUITO,2015-12-02T03:20:00,LA BOTA,ECUADOR,Homicidios,379,LA DELICIA,MASCULINO,0.1544767195,-78.8878240238
69,ZONA 6,CASADO,AZUAY,2014-03-22T00:00:00,CUENCA,2015-12-02T05:45:00,RICAURTE,ECUADOR,Homicidios,380,CUENCA NORTE,MASCULINO,-2.871670099,-78.8857915235
55,ZONA 7,SOLTERO,EL_ORO,2014-01-03T00:00:00,PASAJE,2015-12-02T21:00:00,VELASCO IBARRA,ECUADOR,Homicidios,381,PASAJE,MASCULINO,-3.3259220965,-79.7420691978
11,ZONA 6,SOLTERO,AZUAY,2014-02-28T00:00:00,CUENCA,2015-12-02T00:00:00,SAN SEBASTIAN,ECUADOR,Asesinatos,418,CUENCA SUR,FEMENINO,-2.9102036022,-79.0153552512
67,ZONA 4,SOLTERO,MANABI,2014-03-22T00:00:00,PORTOVIEJO,2015-12-02T16:00:00,ABDON CALDERON,ECUADOR,Asesinatos,382,PORTOVIEJO,MASCULINO,-0.8415315157,-79.7016653564
null,ZONA 6,NO DETERMINADO,AZUAY,2014-09-04T00:00:00,CUENCA,2015-12-02T17:30:00,EL VECINO,ECUADOR,Asesinatos,383,CUENCA NORTE,MASCULINO,-2.8726219369,-78.9392729699
29,ZONA 9,NO DETERMINADO,PICHINCHA,2014-02-04T00:00:00,QUITO,2015-12-02T07:00:00,FERROVIARIA,COLOMBIA,Homicidios,384,ELOY ALFARO,MASCULINO,-0.2056493177,-78.5578686289
24,ZONA 1,SOLTERO,ESMERALDAS,2014-12-01T00:00:00,ESMERALDAS,2015-12-02T07:15:00,SANTA MARTHA,COLOMBIA,Homicidios,385,ESMERALDAS,MASCULINO,0.96186117,-79.6641757938
39,ZONA 7,SOLTERO,EL_ORO,2014-03-28T00:00:00,MACHALA,2015-12-02T02:30:00,PAEZ,ECUADOR,Homicidios,386,MACHALA,FEMENINO,-3.2650707662,-79.9084748221
58,ZONA 4,SOLTERO,MANABI,2014-01-30T00:00:00,MANTA,2015-12-02T22:30:00,CUBA,ECUADOR,Asesinatos,387,MANTA,MASCULINO,-0.9705040339,-80.6539204021
31,ZONA 4,CASADO,MANABI,2014-07-30T00:00:00,MANTA,2015-12-02T19:15:00,LOS ESTEROS,ECUADOR,Asesinatos,388,MANTA,MASCULINO,-0.9644192479,-80.737596389
54,ZONA 5,SOLTERO,GUAYAS,2014-01-30T00:00:00,NARANJAL,2015-12-02T17:45:00,NARANJAL SUR,ECUADOR,Asesinatos,389,NARANJAL BALAO,MASCULINO,-1.9619928328,-79.8264353553
23,ZONA 8,SOLTERO,GUAYAS,2014-03-22T00:00:00,GUAYAQUIL,2015-12-02T05:00:00,CHILE,ECUADOR,Asesinatos,390,9 DE OCTUBRE,MASCULINO,-2.1187138301,-79.6962924652
36,ZONA 9,CASADO,PICHINCHA,2014-04-19T00:00:00,QUITO,2015-12-02T03:30:00,TURUBAMBA,ECUADOR,Homicidios,391,QUITUMBE,MASCULINO,-0.1185650412,-78.4051486603
29,ZONA 8,SOLTERO,GUAYAS,2014-03-23T00:00:00,GUAYAQUIL,2015-12-02T00:00:00,SUBURBIO,ECUADOR,Asesinatos,392,PORTETE,MASCULINO,-2.1257476019,-79.5098042226
72,ZONA 1,DIVORCIADO,IMBABURA,2014-01-31T00:00:00,IBARRA,2015-12-02T18:40:00,LAS TOTORAS,ECUADOR,Homicidios,393,CIUDAD BLANCA,FEMENINO,0.3535652681,-78.0604913782
22,ZONA 4,SOLTERO,MANABI,2014-03-28T00:00:00,24_DE_MAYO,2015-12-02T00:45:00,BELLAVISTA,ECUADOR,Asesinatos,394,24 DE MAYO,MASCULINO,-0.7718714088,-80.2616104698
27,ZONA 8,SOLTERO,GUAYAS,2014-06-04T00:00:00,GUAYAQUIL,2015-12-02T22:00:00,FLORIDA,ECUADOR,Homicidios,395,FLORIDA,MASCULINO,0.3596464472,-78.2199374843
23,ZONA 5,UNION LIBRE,LOS_RIOS,2014-01-31T00:00:00,QUEVEDO,2015-12-02T19:30:00,GALO PLAZA,ECUADOR,Asesinatos,396,QUEVEDO,MASCULINO,-1.0228407779,-79.5150999233
26,ZONA 8,SOLTERO,GUAYAS,2014-04-15T00:00:00,GUAYAQUIL,2015-12-02T19:00:00,BASTION POPULAR NORTE,ECUADOR,Asesinatos,397,PASCUALES,MASCULINO,-2.0720262681,-79.8732456283
22,ZONA 8,SOLTERO,GUAYAS,2014-03-23T00:00:00,GUAYAQUIL,2015-12-02T23:00:00,ANTEPARA,ECUADOR,Asesinatos,398,9 DE OCTUBRE,MASCULINO,-2.1338755494,-79.5676086274
60,ZONA 4,CASADO,MANABI,2014-09-01T00:00:00,MANTA,2015-12-02T09:00:00,CENTRO,ECUADOR,Homicidios,399,MANTA,MASCULINO,-0.9659484388,-80.7667208608
1,ZONA 3,SOLTERO,CHIMBORAZO,2014-01-21T00:00:00,RIOBAMBA,2015-12-02T17:00:00,LICTO,ECUADOR,Asesinatos,419,RIOBAMBA,FEMENINO,-1.6572131493,-78.5730925662
46,ZONA 8,SOLTERO,GUAYAS,2014-04-21T00:00:00,GUAYAQUIL,2015-12-02T07:00:00,TRINITARIA NORTE,ECUADOR,Homicidios,400,ESTEROS,MASCULINO,-2.6485249944,-80.3111936476
18,ZONA 8,SOLTERO,GUAYAS,2014-03-28T00:00:00,GUAYAQUIL,2015-12-02T17:30:00,SAN FRANCISCO,ECUADOR,Asesinatos,401,PASCUALES,MASCULINO,-2.0683270939,-79.9346481602
33,ZONA 4,SOLTERO,MANABI,2014-02-14T00:00:00,PEDERNALES,2015-12-02T11:00:00,ACHIOTE,ECUADOR,Homicidios,402,PEDERNALES,MASCULINO,0.0826307298,-80.0566303403
40,ZONA 1,CASADO,IMBABURA,2014-05-02T00:00:00,OTAVALO,2015-12-02T10:00:00,SAN LUIS,ECUADOR,Homicidios,403,VALLE DEL AMANECER,MASCULINO,0.2937135681,-78.2692096972
20,ZONA 6,SOLTERO,AZUAY,2014-10-04T00:00:00,CUENCA,2015-12-02T15:30:00,MONAY,ECUADOR,Asesinatos,404,CUENCA SUR,FEMENINO,-2.9184430549,-78.8102129257
16,ZONA 9,SOLTERO,PICHINCHA,2014-04-20T00:00:00,QUITO,2015-12-02T01:00:00,LA ROLDOS,ECUADOR,Homicidios,405,LA DELICIA,MASCULINO,0.1558688247,-78.8874870067
15,ZONA 8,SOLTERO,GUAYAS,2014-03-28T00:00:00,GUAYAQUIL,2015-12-02T16:00:00,UNION DE BANANEROS,ECUADOR,Asesinatos,406,SUR,MASCULINO,0.3753809496,-78.0735075474
